"country","tax","religion","free_election","state_aid","Army","civil_rights","prospering","criminals","referendums","women"
"Romania",1,1,10,10,10,10,10,10,10,10
"Romania",1,1,10,10,1,10,10,10,10,10
"Romania",5,1,10,10,3,10,10,10,10,10
"Romania",5,1,10,10,1,10,10,10,2,10
"Romania",10,1,10,10,2,10,10,10,1,10
"Romania",10,1,10,10,10,10,10,10,10,10
"Romania",4,1,10,10,2,10,10,10,2,10
"Romania",3,1,10,10,2,10,10,10,2,10
"Romania",5,1,10,9,2,10,10,10,8,10
"Romania",5,1,10,10,2,10,10,10,5,10
"Romania",5,1,10,10,5,10,10,10,2,10
"Romania",8,1,10,10,5,10,10,10,5,10
"Romania",5,1,10,9,2,10,10,10,5,10
"Romania",5,1,10,10,1,10,10,10,5,10
"Romania",5,1,10,10,5,10,10,10,5,10
"Romania",5,1,10,10,8,1,10,10,10,10
"Romania",10,1,10,10,1,10,10,10,1,10
"Romania",4,2,10,10,1,10,10,10,2,10
"Romania",5,2,10,10,2,10,10,10,5,10
"Romania",5,2,10,10,2,10,10,10,5,10
"Romania",5,1,10,10,2,10,10,10,5,10
"Romania",5,1,10,10,2,10,10,10,3,10
"Romania",3,1,10,10,1,10,10,10,3,10
"Romania",9,8,10,10,8,9,10,9,8,10
"Romania",9,9,10,10,10,10,10,10,10,10
"Romania",2,1,10,10,10,8,10,10,10,10
"Romania",4,5,10,6,6,7,10,9,7,10
"Romania",4,2,9,9,2,10,10,9,2,9
"Romania",4,4,9,9,2,9,9,8,2,8
"Romania",5,5,10,10,3,9,10,9,3,9
"Romania",4,4,10,10,1,10,10,10,1,10
"Romania",3,2,9,9,2,9,9,10,5,9
"Romania",5,8,10,8,2,10,10,9,3,8
"Romania",10,6,10,10,1,10,10,9,2,10
"Romania",6,6,8,9,6,10,10,10,1,7
"Romania",3,2,10,9,1,9,10,9,1,10
"Romania",4,5,10,10,2,10,10,8,3,10
"Romania",5,6,10,6,1,8,10,10,10,10
"Romania",7,6,10,8,1,10,10,10,8,10
"Romania",7,5,8,9,1,7,10,9,8,10
"Romania",10,8,9,10,1,8,10,10,8,10
"Romania",7,4,10,10,1,10,10,10,5,10
"Romania",10,6,10,10,1,10,10,10,10,7
"Romania",10,8,10,10,2,9,10,10,9,6
"Romania",10,7,10,10,1,10,10,10,7,10
"Romania",10,3,10,10,1,9,10,10,7,10
"Romania",9,7,1,10,1,10,10,9,8,10
"Romania",9,9,9,9,9,9,9,9,9,9
"Romania",9,7,10,10,1,10,10,9,8,10
"Romania",7,4,10,10,1,10,10,10,5,10
"Romania",7,4,10,10,1,10,10,10,5,10
"Romania",7,5,8,9,1,7,10,9,8,10
"Romania",10,6,10,10,1,10,10,10,10,7
"Romania",10,6,10,10,1,10,10,10,10,7
"Romania",9,7,9,10,1,10,10,9,8,10
"Romania",9,7,9,10,1,10,10,9,6,9
"Romania",9,9,10,1,10,10,9,8,9,10
"Romania",9,7,9,10,1,10,10,9,5,9
"Romania",7,5,8,9,1,7,10,9,8,10
"Romania",7,5,8,9,1,7,10,9,9,10
"Romania",7,5,8,9,1,7,10,9,8,10
"Romania",7,5,8,9,1,7,10,9,8,10
"Romania",10,6,10,10,1,10,10,10,10,7
"Romania",7,4,10,10,1,10,10,10,5,10
"Romania",10,6,10,10,1,10,10,10,10,7
"Romania",10,6,10,10,1,10,10,10,10,7
"Romania",10,6,10,10,1,10,10,10,10,8
"Romania",10,6,10,10,1,10,10,10,10,7
"Romania",10,10,10,7,10,10,10,10,10,10
"Romania",10,1,10,10,10,10,10,10,10,10
"Romania",9,1,10,10,10,10,10,10,3,10
"Romania",8,1,10,10,9,10,10,10,5,10
"Romania",1,1,10,10,10,10,10,10,10,10
"Romania",10,1,10,10,10,10,10,10,10,10
"Romania",9,9,9,6,8,8,9,9,9,10
"Romania",10,4,10,1,5,10,10,9,6,10
"Romania",10,3,10,10,10,10,10,10,10,10
"Romania",3,7,6,7,8,9,9,5,8,10
"Romania",10,10,10,10,1,10,10,10,10,10
"Romania",5,5,5,5,5,5,8,6,8,8
"Romania",10,1,10,1,10,3,10,10,10,10
"Romania",10,1,10,10,10,10,10,10,10,8
"Romania",9,9,9,7,3,9,9,10,10,10
"Romania",6,1,10,10,9,10,10,10,1,10
"Romania",8,1,10,10,8,10,10,10,9,10
"Romania",1,1,10,10,10,10,10,10,10,10
"Romania",1,1,10,10,5,10,10,10,10,10
"Romania",4,1,10,8,1,9,10,10,8,10
"Romania",4,8,10,10,10,10,10,10,9,10
"Romania",7,8,10,7,1,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",1,1,10,7,2,10,10,7,10,10
"Romania",9,9,10,10,8,9,8,9,9,9
"Romania",9,9,9,9,9,9,9,9,9,9
"Romania",4,5,10,10,10,10,10,10,10,10
"Romania",5,4,10,6,3,9,10,7,10,10
"Romania",8,9,8,9,8,8,8,7,4,8
"Romania",9,7,7,8,8,7,9,7,3,9
"Romania",8,9,8,7,9,8,9,8,3,9
"Romania",8,9,8,7,8,9,7,8,3,8
"Romania",8,9,8,9,8,8,7,9,3,8
"Romania",9,8,7,8,8,7,9,7,3,8
"Romania",8,7,9,9,8,7,8,8,3,8
"Romania",8,9,8,7,9,8,8,9,3,9
"Romania",8,7,8,9,8,9,8,7,3,8
"Romania",8,7,6,9,8,8,8,7,3,8
"Romania",6,5,9,8,5,9,9,9,9,9
"Romania",8,8,8,8,8,8,8,8,8,8
"Romania",7,7,5,5,7,7,5,5,7,7
"Romania",8,8,8,8,8,8,8,8,8,8
"Romania",5,5,5,5,5,5,5,5,5,5
"Romania",5,4,5,4,4,4,4,4,4,4
"Romania",7,7,7,7,7,7,7,7,7,7
"Romania",3,7,10,10,2,9,9,10,8,10
"Romania",9,6,9,6,7,6,8,8,7,7
"Romania",6,6,9,8,4,7,9,9,4,10
"Romania",7,6,5,7,8,5,7,6,8,6
"Romania",8,7,9,8,6,8,7,9,7,9
"Romania",8,8,9,9,4,8,7,9,8,7
"Romania",8,7,9,9,8,9,8,9,3,8
"Romania",8,8,7,8,8,9,8,9,4,8
"Romania",9,8,8,8,3,9,8,9,8,9
"Romania",9,8,7,8,8,9,8,8,3,9
"Romania",9,8,9,8,7,8,9,8,3,9
"Romania",10,8,10,10,1,10,10,10,7,10
"Romania",4,4,10,8,5,8,9,9,8,7
"Romania",10,10,10,10,3,10,10,10,10,10
"Romania",7,7,10,10,4,10,10,10,8,10
"Romania",3,1,10,5,1,8,10,10,5,8
"Romania",1,4,9,9,3,8,8,10,7,10
"Romania",3,3,10,10,3,10,10,10,10,10
"Romania",10,7,10,10,7,10,10,10,7,10
"Romania",3,3,10,10,3,10,10,10,10,10
"Romania",8,8,10,10,1,2,8,10,3,9
"Romania",7,3,10,10,1,5,10,10,7,10
"Romania",5,7,8,8,7,6,7,9,6,8
"Romania",5,5,5,8,5,7,9,9,9,5
"Romania",5,3,10,8,7,10,9,5,3,7
"Romania",8,7,10,10,10,10,10,10,7,10
"Romania",8,9,10,10,5,9,10,10,10,10
"Romania",8,8,8,10,10,10,10,10,10,10
"Romania",8,10,10,10,5,8,10,10,10,10
"Romania",7,8,10,10,4,10,10,8,6,10
"Romania",7,7,10,10,3,10,10,10,8,10
"Romania",5,1,1,1,10,10,10,10,10,10
"Romania",7,1,10,10,4,10,10,10,10,10
"Romania",6,4,7,6,5,7,8,7,6,5
"Romania",7,1,10,10,1,10,10,10,10,10
"Romania",5,1,10,5,1,10,10,10,10,10
"Romania",5,1,10,10,1,10,10,10,10,10
"Romania",7,2,9,7,2,10,10,5,9,7
"Romania",7,1,10,1,1,10,10,10,10,10
"Romania",10,9,10,10,10,10,10,10,10,10
"Romania",10,9,10,10,10,9,10,10,9,10
"Romania",1,7,9,10,1,9,9,9,9,9
"Romania",5,6,5,7,6,9,10,9,5,10
"Romania",5,2,8,9,8,9,8,10,8,10
"Romania",6,5,10,10,3,10,10,9,6,10
"Romania",1,1,10,10,1,10,10,10,10,10
"Romania",5,10,10,10,1,10,10,10,10,10
"Romania",1,1,10,10,1,9,8,9,10,9
"Romania",5,1,10,10,1,10,10,10,10,10
"Romania",7,1,10,10,1,10,10,10,10,10
"Romania",1,3,10,10,3,10,10,9,9,10
"Romania",8,1,10,10,1,10,9,10,10,9
"Romania",5,4,6,7,8,7,5,6,7,7
"Romania",1,10,10,10,10,10,10,10,7,10
"Romania",4,5,6,7,6,5,5,4,5,5
"Romania",1,1,1,10,10,10,10,10,10,10
"Romania",5,6,7,8,7,8,9,8,5,9
"Romania",8,8,8,8,8,8,8,8,8,8
"Romania",7,7,8,8,7,8,9,8,8,9
"Romania",6,4,10,10,3,10,10,10,10,10
"Romania",10,8,10,10,8,10,10,10,10,10
"Romania",8,4,10,10,3,9,10,10,10,10
"Romania",7,4,10,10,4,10,10,10,10,10
"Romania",10,9,10,10,8,10,10,10,10,10
"Romania",6,6,8,8,7,8,7,10,10,10
"Romania",1,1,10,10,1,10,10,10,10,10
"Romania",8,7,8,8,7,7,8,8,8,7
"Romania",5,1,10,10,1,9,10,10,10,10
"Romania",1,9,10,10,1,10,10,10,10,10
"Romania",8,6,10,10,3,10,10,10,10,10
"Romania",1,1,10,10,1,10,10,10,10,10
"Romania",4,3,10,10,1,10,10,10,10,10
"Romania",4,7,10,10,1,10,10,10,10,10
"Romania",8,7,9,10,8,9,9,10,8,10
"Romania",7,8,10,8,4,8,10,9,7,10
"Romania",8,7,10,10,7,10,10,10,9,10
"Romania",7,8,10,10,8,10,9,10,9,10
"Romania",9,4,10,10,5,10,9,10,8,9
"Romania",1,10,10,10,10,10,10,10,10,10
"Romania",4,5,10,10,9,10,10,10,8,10
"Romania",4,8,10,10,6,10,10,10,10,10
"Romania",3,3,10,10,5,10,10,10,8,10
"Romania",8,9,10,10,8,10,9,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",4,7,10,10,10,10,10,10,10,10
"Romania",5,8,9,9,8,8,8,9,8,10
"Romania",5,8,10,10,1,10,10,10,10,10
"Romania",8,8,10,10,8,8,8,10,8,10
"Romania",7,9,10,10,2,9,9,9,9,9
"Romania",5,1,10,10,9,10,9,10,9,9
"Romania",1,10,10,10,1,10,10,10,8,10
"Romania",10,10,9,10,10,10,10,10,10,10
"Romania",9,8,8,8,8,10,9,10,10,10
"Romania",1,1,10,10,1,10,10,10,10,10
"Romania",1,2,10,4,10,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",6,1,10,10,1,10,10,10,9,10
"Romania",10,1,10,10,10,10,10,10,10,5
"Romania",1,1,10,10,1,10,10,7,10,10
"Romania",10,10,10,7,1,10,10,10,10,10
"Romania",10,2,10,10,10,10,10,10,10,10
"Romania",10,10,10,10,10,9,9,10,9,10
"Romania",9,7,5,6,7,4,7,5,9,6
"Romania",9,7,6,7,4,7,9,9,6,9
"Romania",9,5,6,8,4,8,6,9,5,9
"Romania",8,6,8,7,4,9,9,10,6,9
"Romania",9,4,8,9,6,7,10,10,6,10
"Romania",10,7,8,9,7,5,9,10,7,9
"Romania",10,4,10,10,5,6,10,10,7,10
"Romania",9,6,9,10,10,7,10,7,6,10
"Romania",8,8,8,9,9,9,10,10,8,10
"Romania",8,9,8,9,9,9,10,10,10,10
"Romania",9,9,9,9,10,8,9,10,10,10
"Romania",1,1,10,5,5,10,10,10,10,10
"Romania",8,9,8,7,9,8,8,10,10,10
"Romania",9,9,9,10,8,9,2,10,10,10
"Romania",5,9,10,2,9,9,9,10,10,10
"Romania",9,5,10,10,8,10,10,10,9,10
"Romania",9,8,10,10,8,10,10,10,10,10
"Romania",8,7,10,10,6,10,9,10,7,10
"Romania",9,3,9,10,7,10,10,10,10,10
"Romania",8,2,10,10,10,10,10,10,10,10
"Romania",9,6,10,10,8,10,10,10,10,10
"Romania",8,6,10,10,8,10,10,10,10,10
"Romania",5,10,10,6,2,8,10,10,8,10
"Romania",7,3,10,10,4,10,10,9,10,10
"Romania",7,7,8,9,7,7,8,9,7,9
"Romania",7,9,10,9,1,10,10,10,10,10
"Romania",2,1,10,10,1,10,10,10,4,9
"Romania",8,9,9,10,4,10,10,10,6,9
"Romania",8,8,10,10,2,10,10,10,10,10
"Romania",7,8,8,8,7,8,9,8,8,8
"Romania",3,1,9,9,2,7,9,10,9,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",8,8,10,3,3,10,10,10,10,10
"Romania",9,3,10,10,3,10,10,10,10,10
"Romania",8,6,10,10,10,10,10,10,8,10
"Romania",7,7,8,6,8,7,8,10,10,8
"Romania",6,3,10,8,2,10,10,10,10,10
"Romania",4,1,10,10,9,10,10,10,9,10
"Romania",1,10,10,10,1,10,10,10,10,10
"Romania",8,8,8,9,7,10,10,10,10,10
"Romania",10,3,10,10,8,10,10,10,10,10
"Romania",9,4,10,10,1,10,10,10,8,10
"Romania",5,5,5,8,10,10,10,10,10,5
"Romania",8,4,10,7,3,10,10,10,4,10
"Romania",2,2,10,10,1,10,10,10,10,10
"Romania",2,9,10,10,1,10,10,10,10,10
"Romania",8,10,10,10,1,10,10,10,9,10
"Romania",9,8,10,10,10,9,10,10,1,10
"Romania",5,4,9,9,5,6,8,1,5,10
"Romania",8,8,10,10,7,8,9,10,9,10
"Romania",7,8,10,8,2,6,6,10,9,10
"Romania",5,2,10,10,1,10,10,10,9,10
"Romania",9,5,10,10,10,10,10,10,5,10
"Romania",5,10,10,10,10,10,10,10,10,10
"Romania",9,1,10,10,10,7,6,10,10,10
"Romania",9,9,10,5,9,9,9,8,9,9
"Romania",3,9,10,9,1,6,10,10,8,10
"Romania",8,8,8,8,8,8,8,10,8,8
"Romania",10,9,10,10,2,10,10,10,10,8
"Romania",10,10,10,3,7,10,10,10,8,10
"Romania",9,2,10,9,2,10,10,10,10,10
"Romania",10,7,10,10,7,10,10,10,10,10
"Romania",3,2,9,7,7,8,9,9,6,10
"Romania",8,3,9,9,3,9,9,10,9,9
"Romania",6,10,10,10,9,10,10,10,10,10
"Romania",5,2,9,7,3,9,8,9,6,8
"Romania",9,9,8,5,7,9,10,10,9,9
"Romania",9,2,10,10,1,10,10,10,10,10
"Romania",10,1,10,10,1,8,8,10,10,1
"Romania",5,2,10,8,3,9,9,10,9,10
"Romania",10,5,10,10,3,10,10,10,10,10
"Romania",9,5,10,10,9,9,10,9,7,8
"Romania",7,7,7,7,2,7,7,5,8,7
"Romania",5,6,9,7,8,9,9,9,8,9
"Romania",3,2,10,9,1,9,8,8,9,10
"Romania",8,6,10,8,1,10,10,1,6,10
"Romania",5,5,10,5,9,10,10,10,10,10
"Romania",4,6,9,7,3,9,7,1,2,5
"Romania",8,3,10,10,3,10,10,10,8,10
"Romania",1,5,10,10,1,10,10,10,10,10
"Romania",7,8,6,9,1,7,9,10,9,10
"Romania",2,6,10,10,10,10,10,10,10,10
"Romania",8,7,10,8,6,10,10,10,10,10
"Romania",2,1,9,8,1,10,8,9,10,10
"Romania",2,1,10,6,1,10,10,10,8,10
"Romania",5,1,10,7,9,9,9,9,9,9
"Romania",10,1,10,10,1,10,10,10,10,10
"Romania",2,3,10,4,1,8,9,8,7,10
"Romania",5,1,10,10,2,9,10,10,10,10
"Romania",3,3,10,10,1,9,9,9,9,9
"Romania",10,4,10,10,10,10,10,10,10,10
"Romania",5,3,10,10,3,10,10,10,9,9
"Romania",10,10,3,10,10,10,10,10,10,10
"Romania",9,10,10,10,2,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",8,7,10,10,7,8,10,10,10,10
"Romania",3,2,10,10,2,10,10,10,7,10
"Romania",6,5,8,7,5,9,9,10,9,8
"Romania",7,2,9,10,2,9,10,10,8,8
"Romania",5,3,9,10,2,9,9,10,8,10
"Romania",2,2,10,3,2,10,10,9,7,10
"Romania",3,3,9,10,3,10,10,10,8,10
"Romania",8,6,6,8,7,7,9,9,8,9
"Romania",7,6,8,8,8,9,9,9,8,10
"Romania",7,7,8,8,8,9,9,9,8,9
"Romania",8,8,9,8,9,9,10,10,10,10
"Romania",9,9,9,9,8,10,10,10,8,10
"Romania",8,8,9,9,9,9,10,10,8,10
"Romania",8,8,9,9,9,10,10,10,9,10
"Romania",8,8,10,10,10,10,10,10,10,4
"Romania",7,6,10,10,10,10,10,10,7,1
"Romania",8,4,10,10,9,9,9,9,9,10
"Romania",7,6,9,7,8,9,9,9,8,9
"Romania",9,9,10,9,9,9,10,10,10,10
"Romania",7,7,9,9,8,9,9,10,10,10
"Romania",4,3,10,10,6,8,10,10,8,10
"Romania",9,8,10,10,8,9,10,10,10,3
"Romania",10,8,8,10,10,10,10,10,10,10
"Romania",10,1,10,10,1,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",10,8,10,10,10,10,10,10,10,10
"Romania",10,10,10,10,5,10,10,10,10,10
"Romania",8,8,10,10,1,10,10,10,10,10
"Romania",7,4,9,10,8,9,10,10,7,10
"Romania",10,10,10,10,10,10,10,10,10,5
"Romania",10,1,10,10,1,10,10,10,10,10
"Romania",10,1,10,10,1,10,10,10,10,10
"Romania",9,5,10,10,7,10,10,10,8,7
"Romania",8,4,10,10,8,10,10,10,8,8
"Romania",10,5,10,10,6,10,10,10,9,9
"Romania",10,1,10,10,7,10,10,10,7,7
"Romania",7,9,10,10,10,10,10,10,5,10
"Romania",10,1,10,10,5,10,10,10,7,5
"Romania",10,5,10,10,5,10,10,10,8,8
"Romania",10,5,10,10,5,10,10,10,5,10
"Romania",9,6,10,10,5,10,10,10,8,10
"Romania",6,5,10,10,1,10,10,10,10,10
"Romania",5,5,10,10,5,10,10,10,8,10
"Romania",5,3,10,10,2,8,10,10,8,8
"Romania",3,4,10,10,2,8,10,10,9,10
"Romania",10,1,10,10,10,10,10,10,10,10
"Romania",10,1,10,10,1,10,10,10,10,10
"Romania",10,5,10,10,1,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,5
"Romania",10,1,10,10,1,10,10,10,10,10
"Romania",10,1,10,10,10,10,10,10,10,10
"Romania",10,1,10,10,10,10,10,10,10,10
"Romania",10,1,10,10,5,10,10,10,10,10
"Romania",7,7,10,10,5,8,10,10,5,10
"Romania",10,5,10,10,5,10,10,10,10,10
"Romania",10,5,10,10,10,10,10,10,10,10
"Romania",10,5,10,10,8,10,10,10,10,5
"Romania",10,5,10,10,5,10,10,10,10,5
"Romania",10,1,10,10,5,10,10,10,10,8
"Romania",10,5,10,10,5,10,10,10,10,10
"Romania",6,9,10,10,4,10,9,10,9,10
"Romania",9,2,10,9,2,10,10,9,10,10
"Romania",5,1,10,8,1,10,10,10,10,10
"Romania",9,9,10,8,10,10,10,10,10,10
"Romania",9,3,10,10,3,10,10,10,10,10
"Romania",10,10,10,10,3,9,10,10,10,10
"Romania",10,3,10,10,2,10,10,10,10,10
"Romania",4,3,9,6,6,10,8,7,10,10
"Romania",3,3,10,5,2,10,9,5,10,10
"Romania",6,9,10,10,10,10,10,10,10,10
"Romania",8,5,10,10,8,9,9,8,9,8
"Romania",2,5,10,10,8,10,10,10,10,10
"Romania",7,4,10,10,9,9,10,10,10,10
"Romania",5,5,10,10,2,10,10,10,10,10
"Romania",6,4,10,10,7,10,10,8,9,10
"Romania",7,4,9,10,3,8,10,8,10,10
"Romania",9,7,7,8,1,9,9,10,1,10
"Romania",7,7,9,10,1,9,9,10,1,5
"Romania",10,5,10,10,5,10,10,10,5,10
"Romania",10,8,10,10,3,10,9,10,7,10
"Romania",10,10,10,10,5,10,10,10,10,10
"Romania",8,5,9,9,7,9,10,10,7,9
"Romania",8,5,10,9,4,9,10,10,7,9
"Romania",4,5,8,9,5,8,10,8,8,8
"Romania",8,4,10,10,7,10,10,10,6,10
"Romania",10,5,10,10,9,10,10,10,7,9
"Romania",5,2,10,10,3,8,10,10,8,10
"Romania",9,6,10,10,8,8,10,10,6,10
"Romania",3,3,9,8,4,8,10,9,10,9
"Romania",10,5,10,8,2,9,9,7,8,9
"Romania",9,7,8,9,7,10,10,10,10,10
"Romania",6,4,9,10,6,10,8,8,9,9
"Romania",3,3,8,9,4,8,10,9,10,10
"Romania",6,5,8,8,6,9,9,9,8,9
"Romania",6,6,10,6,9,10,10,9,10,10
"Romania",5,3,10,9,6,10,10,10,7,9
"Romania",7,7,10,10,8,10,10,10,10,10
"Romania",10,8,10,10,9,10,10,10,8,10
"Romania",10,7,10,10,8,10,10,10,6,10
"Romania",8,6,6,10,10,10,10,10,10,10
"Romania",10,6,10,10,10,10,10,10,9,9
"Romania",4,3,9,9,4,8,9,10,9,9
"Romania",4,5,9,10,7,9,8,8,7,8
"Romania",8,6,9,10,9,10,10,10,9,10
"Romania",5,2,10,10,7,10,10,10,10,10
"Romania",7,7,9,9,10,10,10,8,8,8
"Romania",6,3,10,10,7,10,10,9,10,10
"Romania",9,6,8,8,9,9,8,8,8,9
"Romania",8,6,10,10,6,9,10,10,10,10
"Romania",7,1,10,10,5,10,10,10,10,10
"Romania",5,2,10,10,1,10,10,10,10,10
"Romania",8,5,8,9,10,10,8,10,9,4
"Romania",4,7,10,9,1,9,8,9,3,3
"Romania",8,10,9,8,5,7,9,10,8,7
"Romania",4,3,10,8,4,9,10,10,9,10
"Romania",8,9,9,9,7,8,8,10,9,10
"Romania",6,3,10,10,1,2,10,10,9,10
"Romania",5,8,10,10,5,10,10,10,3,10
"Romania",5,8,9,9,2,9,9,7,9,10
"Romania",5,5,8,8,4,5,5,5,2,6
"Romania",5,8,9,7,5,8,8,7,6,8
"Romania",5,3,10,7,3,8,10,10,4,9
"Romania",3,2,10,8,4,7,10,10,10,10
"Romania",4,4,9,9,5,7,10,10,10,8
"Romania",3,4,10,9,1,10,10,10,10,10
"Romania",6,1,10,8,2,9,9,10,4,10
"Romania",6,8,10,10,1,9,10,10,3,10
"Romania",1,1,9,10,1,7,10,7,2,9
"Romania",3,2,6,4,1,10,10,4,8,4
"Romania",3,3,5,8,6,9,4,7,6,10
"Romania",4,6,4,6,5,7,3,3,7,9
"Romania",8,3,9,9,3,5,7,3,5,9
"Romania",2,9,9,9,4,8,9,6,8,10
"Romania",9,2,10,10,3,10,9,8,9,10
"Romania",3,1,10,9,1,8,7,9,5,9
"Romania",2,6,10,10,2,10,10,7,7,10
"Romania",3,3,10,10,1,10,10,7,8,10
"Romania",4,6,8,8,2,8,7,6,8,10
"Romania",10,9,9,9,1,1,3,9,10,7
"Romania",10,8,8,9,7,10,10,7,7,10
"Romania",5,4,8,8,3,6,6,9,5,8
"Romania",10,1,10,1,1,10,10,10,10,10
"Romania",10,10,10,10,5,10,10,10,10,8
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",10,10,10,10,5,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",10,1,10,10,9,10,10,10,10,10
"Romania",10,1,10,10,1,10,10,10,10,10
"Romania",10,1,10,10,5,10,10,10,10,10
"Romania",10,5,10,10,10,10,10,10,10,10
"Romania",8,1,10,8,5,10,8,10,10,10
"Romania",8,1,10,8,1,10,7,10,10,10
"Romania",10,1,10,5,1,10,8,10,10,10
"Romania",10,1,10,1,1,10,10,10,10,10
"Romania",8,1,10,10,1,10,8,10,8,10
"Romania",10,1,10,10,1,10,10,10,10,10
"Romania",9,9,10,10,10,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",10,5,10,10,7,10,10,10,10,10
"Romania",10,10,10,10,5,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",10,2,10,2,5,10,10,10,10,10
"Romania",9,9,9,9,9,9,9,9,9,9
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",6,7,6,8,9,7,8,8,7,9
"Romania",5,5,5,5,5,5,5,5,5,5
"Romania",7,8,10,8,10,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",8,8,8,8,8,8,8,8,8,8
"Romania",8,7,8,7,6,8,7,8,6,9
"Romania",7,1,10,10,7,7,7,8,8,10
"Romania",9,2,9,10,1,10,10,10,9,9
"Romania",9,3,10,9,1,9,10,10,7,5
"Romania",5,8,10,10,1,10,10,10,10,10
"Romania",6,7,10,10,5,10,10,10,10,10
"Romania",6,1,10,10,6,10,10,10,10,9
"Romania",7,5,10,8,2,10,10,10,10,8
"Romania",7,1,10,8,2,10,10,10,9,9
"Romania",8,5,10,8,1,10,10,10,9,8
"Romania",7,1,10,8,2,10,10,10,10,8
"Romania",3,1,10,10,1,10,10,10,10,10
"Romania",7,5,10,8,8,9,10,10,10,10
"Romania",8,2,10,10,1,10,10,10,10,8
"Romania",7,1,10,8,1,10,10,10,10,8
"Romania",7,1,10,10,1,10,10,10,10,6
"Romania",7,1,10,10,1,10,10,10,10,5
"Romania",3,1,10,8,1,10,10,10,10,10
"Romania",6,1,10,10,1,10,10,10,10,7
"Romania",4,1,10,10,1,10,10,10,10,7
"Romania",10,1,10,7,3,10,10,10,10,10
"Romania",10,1,10,10,5,10,10,10,10,10
"Romania",10,1,10,10,1,10,10,10,10,10
"Romania",10,1,10,10,2,10,10,10,10,10
"Romania",10,1,10,10,3,10,10,10,10,10
"Romania",10,1,10,10,10,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",5,2,1,10,1,10,10,10,10,10
"Romania",10,8,10,10,5,10,10,10,10,10
"Romania",10,7,10,10,10,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",10,1,10,10,10,10,10,10,1,5
"Romania",10,10,10,10,10,10,10,10,10,5
"Romania",10,10,10,10,10,10,10,10,5,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",10,1,10,10,10,10,10,10,10,10
"Romania",5,1,10,8,5,10,10,10,5,1
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",3,7,10,10,3,9,10,10,8,10
"Romania",6,1,10,6,1,10,10,9,10,10
"Romania",5,1,10,7,1,10,10,10,10,10
"Romania",7,8,10,10,10,10,10,10,10,10
"Romania",1,1,10,10,1,10,10,10,10,10
"Romania",7,1,10,10,7,10,10,10,10,10
"Romania",10,8,10,10,10,10,10,10,10,10
"Romania",3,1,10,10,10,10,10,10,10,10
"Romania",4,2,9,7,3,9,8,7,8,9
"Romania",4,3,10,6,3,10,9,8,9,10
"Romania",7,4,8,6,5,7,6,5,6,5
"Romania",9,2,10,7,1,8,9,2,10,10
"Romania",6,5,10,9,5,10,9,8,8,10
"Romania",5,5,10,9,5,10,9,9,9,10
"Romania",5,1,10,9,2,10,7,7,7,10
"Romania",7,3,9,7,2,10,8,6,9,10
"Romania",9,6,10,10,3,8,8,3,9,9
"Romania",10,7,9,8,8,10,7,9,10,8
"Romania",8,7,7,9,8,6,8,6,4,8
"Romania",10,9,8,5,8,9,10,7,8,10
"Romania",10,9,10,1,3,10,10,10,10,10
"Romania",5,10,10,4,1,10,10,10,7,10
"Romania",10,10,10,1,10,10,10,10,10,10
"Romania",10,5,10,10,1,10,10,10,7,10
"Romania",8,10,10,6,9,10,10,10,10,10
"Romania",9,9,9,9,8,10,10,10,8,10
"Romania",7,7,10,10,10,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",10,10,10,10,10,10,10,10,10,10
"Romania",10,10,10,10,7,10,10,5,10,10
"Romania",5,1,10,1,10,10,10,10,10,10
"Romania",1,1,10,10,10,10,10,10,10,10
"Romania",6,5,10,8,1,10,10,7,10,10
"Romania",5,4,10,5,4,10,10,10,8,10
